Country,Indicator,Attribute,Value
Denmark,Nominal GDP NC (millions) ,1982,503255.454
Denmark,Nominal GDP NC (millions) ,1983,554869.35
Denmark,Nominal GDP NC (millions) ,1984,612056.939
Denmark,Nominal GDP NC (millions) ,1985,664403.775
Denmark,Nominal GDP NC (millions) ,1986,712918.515
Denmark,Nominal GDP NC (millions) ,1987,748005.14
Denmark,Nominal GDP NC (millions) ,1988,777180.776
Denmark,Nominal GDP NC (millions) ,1989,822376.25
Denmark,Nominal GDP NC (millions) ,1990,854895.286
Denmark,Nominal GDP NC (millions) ,1991,890237.096
Denmark,Nominal GDP NC (millions) ,1992,923114.565
Denmark,Nominal GDP NC (millions) ,1993,928833.895
Denmark,Nominal GDP NC (millions) ,1994,993164.546
Denmark,Nominal GDP NC (millions) ,1995,1036958.52
Denmark,Nominal GDP NC (millions) ,1996,1087429.959
Denmark,Nominal GDP NC (millions) ,1997,1145574.724
Denmark,Nominal GDP NC (millions) ,1998,1185892.184
Denmark,Nominal GDP NC (millions) ,1999,1241313.528
Denmark,Nominal GDP NC (millions) ,2000,1326741.75
Denmark,Nominal GDP NC (millions) ,2001,1371549.95
Denmark,Nominal GDP NC (millions) ,2002,1410200.116
Denmark,Nominal GDP NC (millions) ,2003,1437286.743
Denmark,Nominal GDP NC (millions) ,2004,1505186.01
Denmark,Nominal GDP NC (millions) ,2005,1585717.551
Denmark,Nominal GDP NC (millions) ,2006,1683118.005
Denmark,Nominal GDP NC (millions) ,2007,1738057.894
Denmark,Nominal GDP NC (millions) ,2008,1802110.95
Denmark,Nominal GDP NC (millions) ,2009,1723064.346
Denmark,Nominal GDP NC (millions) ,2010,1810693.272
Denmark,Nominal GDP NC (millions) ,2011,1846510.884
Denmark,Nominal GDP NC (millions) ,2012,1895311.61
Denmark,Nominal GDP NC (millions) ,2013,1930623.496
Denmark,Nominal GDP NC (millions) ,2014,1981786.02
Denmark,Nominal GDP NC (millions) ,2015,2036356
Denmark,Nominal GDP NC (millions) ,2016,2108762.365
Denmark,Nominal GDP NC (millions) ,2017,2192045.934
Denmark,Nominal GDP NC (millions) ,2018,2252990.28
Denmark,Nominal GDP NC (millions) ,2019,2335363.112
Denmark,Nominal GDP NC (millions) ,2020 Estimated,2324563.372
Denmark,Energy Technology RD&D Budget NC(millions),1974,..
Denmark,Energy Technology RD&D Budget NC(millions),1975,50.1
Denmark,Energy Technology RD&D Budget NC(millions),1976,60
Denmark,Energy Technology RD&D Budget NC(millions),1977,98.1
Denmark,Energy Technology RD&D Budget NC(millions),1978,136.3
Denmark,Energy Technology RD&D Budget NC(millions),1979,186
Denmark,Energy Technology RD&D Budget NC(millions),1980,120.4
Denmark,Energy Technology RD&D Budget NC(millions),1981,71.2
Denmark,Energy Technology RD&D Budget NC(millions),1982,69
Denmark,Energy Technology RD&D Budget NC(millions),1983,79.5
Denmark,Energy Technology RD&D Budget NC(millions),1984,76.8
Denmark,Energy Technology RD&D Budget NC(millions),1985,70.5
Denmark,Energy Technology RD&D Budget NC(millions),1986,111.5
Denmark,Energy Technology RD&D Budget NC(millions),1987,115.9
Denmark,Energy Technology RD&D Budget NC(millions),1988,..
Denmark,Energy Technology RD&D Budget NC(millions),1989,154.5
Denmark,Energy Technology RD&D Budget NC(millions),1990,215
Denmark,Energy Technology RD&D Budget NC(millions),1991,262
Denmark,Energy Technology RD&D Budget NC(millions),1992,310
Denmark,Energy Technology RD&D Budget NC(millions),1993,302
Denmark,Energy Technology RD&D Budget NC(millions),1994,259
Denmark,Energy Technology RD&D Budget NC(millions),1995,245.1
Denmark,Energy Technology RD&D Budget NC(millions),1996,217.6
Denmark,Energy Technology RD&D Budget NC(millions),1997,258.3
Denmark,Energy Technology RD&D Budget NC(millions),1998,316.2
Denmark,Energy Technology RD&D Budget NC(millions),1999,312.6
Denmark,Energy Technology RD&D Budget NC(millions),2000,327.1
Denmark,Energy Technology RD&D Budget NC(millions),2001,328
Denmark,Energy Technology RD&D Budget NC(millions),2002,167.854
Denmark,Energy Technology RD&D Budget NC(millions),2003,177.2
Denmark,Energy Technology RD&D Budget NC(millions),2004,346.893
Denmark,Energy Technology RD&D Budget NC(millions),2005,521.582
Denmark,Energy Technology RD&D Budget NC(millions),2006,601.454
Denmark,Energy Technology RD&D Budget NC(millions),2007,743.246
Denmark,Energy Technology RD&D Budget NC(millions),2008,634.275
Denmark,Energy Technology RD&D Budget NC(millions),2009,761.768
Denmark,Energy Technology RD&D Budget NC(millions),2010,1313.121
Denmark,Energy Technology RD&D Budget NC(millions),2011,1251.39
Denmark,Energy Technology RD&D Budget NC(millions),2012,1112.618
Denmark,Energy Technology RD&D Budget NC(millions),2013,1192.514
Denmark,Energy Technology RD&D Budget NC(millions),2014,1112.047
Denmark,Energy Technology RD&D Budget NC(millions),2015,1102.199
Denmark,Energy Technology RD&D Budget NC(millions),2016,736.319
Denmark,Energy Technology RD&D Budget NC(millions),2017,634.378
Denmark,Energy Technology RD&D Budget NC(millions),2018,619.589
Denmark,Energy Technology RD&D Budget NC(millions),2019,674.008
Denmark,Energy Technology RD&D Budget NC(millions),2020 Estimated,1058.658
Denmark,RD&D per thousand units of GDP,1974,..
Denmark,RD&D per thousand units of GDP,1975,0.215
Denmark,RD&D per thousand units of GDP,1976,0.223
Denmark,RD&D per thousand units of GDP,1977,0.328
Denmark,RD&D per thousand units of GDP,1978,0.41
Denmark,RD&D per thousand units of GDP,1979,0.503
Denmark,RD&D per thousand units of GDP,1980,0.3
Denmark,RD&D per thousand units of GDP,1981,0.162
Denmark,RD&D per thousand units of GDP,1982,0.137
Denmark,RD&D per thousand units of GDP,1983,0.143
Denmark,RD&D per thousand units of GDP,1984,0.125
Denmark,RD&D per thousand units of GDP,1985,0.106
Denmark,RD&D per thousand units of GDP,1986,0.156
Denmark,RD&D per thousand units of GDP,1987,0.155
Denmark,RD&D per thousand units of GDP,1988,..
Denmark,RD&D per thousand units of GDP,1989,0.188
Denmark,RD&D per thousand units of GDP,1990,0.251
Denmark,RD&D per thousand units of GDP,1991,0.294
Denmark,RD&D per thousand units of GDP,1992,0.336
Denmark,RD&D per thousand units of GDP,1993,0.325
Denmark,RD&D per thousand units of GDP,1994,0.261
Denmark,RD&D per thousand units of GDP,1995,0.236
Denmark,RD&D per thousand units of GDP,1996,0.2
Denmark,RD&D per thousand units of GDP,1997,0.225
Denmark,RD&D per thousand units of GDP,1998,0.267
Denmark,RD&D per thousand units of GDP,1999,0.252
Denmark,RD&D per thousand units of GDP,2000,0.247
Denmark,RD&D per thousand units of GDP,2001,0.239
Denmark,RD&D per thousand units of GDP,2002,0.119
Denmark,RD&D per thousand units of GDP,2003,0.123
Denmark,RD&D per thousand units of GDP,2004,0.23
Denmark,RD&D per thousand units of GDP,2005,0.329
Denmark,RD&D per thousand units of GDP,2006,0.357
Denmark,RD&D per thousand units of GDP,2007,0.428
Denmark,RD&D per thousand units of GDP,2008,0.352
Denmark,RD&D per thousand units of GDP,2009,0.442
Denmark,RD&D per thousand units of GDP,2010,0.725
Denmark,RD&D per thousand units of GDP,2011,0.678
Denmark,RD&D per thousand units of GDP,2012,0.587
Denmark,RD&D per thousand units of GDP,2013,0.618
Denmark,RD&D per thousand units of GDP,2014,0.561
Denmark,RD&D per thousand units of GDP,2015,0.541
Denmark,RD&D per thousand units of GDP,2016,0.349
Denmark,RD&D per thousand units of GDP,2017,0.289
Denmark,RD&D per thousand units of GDP,2018,0.275
Denmark,RD&D per thousand units of GDP,2019,0.289
Denmark,RD&D per thousand units of GDP,2020 Estimated,0.455
Estonia,Nominal GDP NC (millions) ,1974,..
Estonia,Nominal GDP NC (millions) ,1975,..
Estonia,Nominal GDP NC (millions) ,1976,..
Estonia,Nominal GDP NC (millions) ,1977,..
Estonia,Nominal GDP NC (millions) ,1978,..
Estonia,Nominal GDP NC (millions) ,1979,..
Estonia,Nominal GDP NC (millions) ,1980,..
Estonia,Nominal GDP NC (millions) ,1981,..
Estonia,Nominal GDP NC (millions) ,1982,..
Estonia,Nominal GDP NC (millions) ,1983,..
Estonia,Nominal GDP NC (millions) ,1984,..
Estonia,Nominal GDP NC (millions) ,1985,..
Estonia,Nominal GDP NC (millions) ,1986,..
Estonia,Nominal GDP NC (millions) ,1987,..
Estonia,Nominal GDP NC (millions) ,1988,..
Estonia,Nominal GDP NC (millions) ,1989,..
Estonia,Nominal GDP NC (millions) ,1990,..
Estonia,Nominal GDP NC (millions) ,1991,..
Estonia,Nominal GDP NC (millions) ,1992,..
Estonia,Nominal GDP NC (millions) ,1993,1516.872
Estonia,Nominal GDP NC (millions) ,1994,2078.154
Estonia,Nominal GDP NC (millions) ,1995,2859.164
Estonia,Nominal GDP NC (millions) ,1996,3672.357
Estonia,Nominal GDP NC (millions) ,1997,4569.98
Estonia,Nominal GDP NC (millions) ,1998,5089.184
Estonia,Nominal GDP NC (millions) ,1999,5412.066
Estonia,Nominal GDP NC (millions) ,2000,6185.618
Estonia,Nominal GDP NC (millions) ,2001,6996.448
Estonia,Nominal GDP NC (millions) ,2002,7828.74
Estonia,Nominal GDP NC (millions) ,2003,8743.23
Estonia,Nominal GDP NC (millions) ,2004,9777.069
Estonia,Nominal GDP NC (millions) ,2005,11332.392
Estonia,Nominal GDP NC (millions) ,2006,13555.386
Estonia,Nominal GDP NC (millions) ,2007,16402.1
Estonia,Nominal GDP NC (millions) ,2008,16632.036
Estonia,Nominal GDP NC (millions) ,2009,14214.476
Estonia,Nominal GDP NC (millions) ,2010,14861.3
Estonia,Nominal GDP NC (millions) ,2011,16837.368
Estonia,Nominal GDP NC (millions) ,2012,18045.573
Estonia,Nominal GDP NC (millions) ,2013,19041.254
Estonia,Nominal GDP NC (millions) ,2014,20181.534
Estonia,Nominal GDP NC (millions) ,2015,20782
Estonia,Nominal GDP NC (millions) ,2016,21938.235
Estonia,Nominal GDP NC (millions) ,2017,23868.32
Estonia,Nominal GDP NC (millions) ,2018,25946.291
Estonia,Nominal GDP NC (millions) ,2019,28110.726
Estonia,Nominal GDP NC (millions) ,2020 Estimated,27165.998
Estonia,Energy Technology RD&D Budget NC(millions),1974,..
Estonia,Energy Technology RD&D Budget NC(millions),1975,..
Estonia,Energy Technology RD&D Budget NC(millions),1976,..
Estonia,Energy Technology RD&D Budget NC(millions),1977,..
Estonia,Energy Technology RD&D Budget NC(millions),1978,..
Estonia,Energy Technology RD&D Budget NC(millions),1979,..
Estonia,Energy Technology RD&D Budget NC(millions),1980,..
Estonia,Energy Technology RD&D Budget NC(millions),1981,..
Estonia,Energy Technology RD&D Budget NC(millions),1982,..
Estonia,Energy Technology RD&D Budget NC(millions),1983,..
Estonia,Energy Technology RD&D Budget NC(millions),1984,..
Estonia,Energy Technology RD&D Budget NC(millions),1985,..
Estonia,Energy Technology RD&D Budget NC(millions),1986,..
Estonia,Energy Technology RD&D Budget NC(millions),1987,..
Estonia,Energy Technology RD&D Budget NC(millions),1988,..
Estonia,Energy Technology RD&D Budget NC(millions),1989,..
Estonia,Energy Technology RD&D Budget NC(millions),1990,..
Estonia,Energy Technology RD&D Budget NC(millions),1991,..
Estonia,Energy Technology RD&D Budget NC(millions),1992,..
Estonia,Energy Technology RD&D Budget NC(millions),1993,..
Estonia,Energy Technology RD&D Budget NC(millions),1994,..
Estonia,Energy Technology RD&D Budget NC(millions),1995,..
Estonia,Energy Technology RD&D Budget NC(millions),1996,..
Estonia,Energy Technology RD&D Budget NC(millions),1997,..
Estonia,Energy Technology RD&D Budget NC(millions),1998,..
Estonia,Energy Technology RD&D Budget NC(millions),1999,..
Estonia,Energy Technology RD&D Budget NC(millions),2000,..
Estonia,Energy Technology RD&D Budget NC(millions),2001,..
Estonia,Energy Technology RD&D Budget NC(millions),2002,..
Estonia,Energy Technology RD&D Budget NC(millions),2003,..
Estonia,Energy Technology RD&D Budget NC(millions),2004,..
Estonia,Energy Technology RD&D Budget NC(millions),2005,..
Estonia,Energy Technology RD&D Budget NC(millions),2006,..
Estonia,Energy Technology RD&D Budget NC(millions),2007,..
Estonia,Energy Technology RD&D Budget NC(millions),2008,..
Estonia,Energy Technology RD&D Budget NC(millions),2009,..
Estonia,Energy Technology RD&D Budget NC(millions),2010,..
Estonia,Energy Technology RD&D Budget NC(millions),2011,8.237
Estonia,Energy Technology RD&D Budget NC(millions),2012,2.065
Estonia,Energy Technology RD&D Budget NC(millions),2013,39.679
Estonia,Energy Technology RD&D Budget NC(millions),2014,43.946
Estonia,Energy Technology RD&D Budget NC(millions),2015,39.524
Estonia,Energy Technology RD&D Budget NC(millions),2016,56.633
Estonia,Energy Technology RD&D Budget NC(millions),2017,21.862
Estonia,Energy Technology RD&D Budget NC(millions),2018,3.781
Estonia,Energy Technology RD&D Budget NC(millions),2019,3.892
Estonia,Energy Technology RD&D Budget NC(millions),2020 Estimated,2.852
Estonia,RD&D per thousand units of GDP,1974,..
Estonia,RD&D per thousand units of GDP,1975,..
Estonia,RD&D per thousand units of GDP,1976,..
Estonia,RD&D per thousand units of GDP,1977,..
Estonia,RD&D per thousand units of GDP,1978,..
Estonia,RD&D per thousand units of GDP,1979,..
Estonia,RD&D per thousand units of GDP,1980,..
Estonia,RD&D per thousand units of GDP,1981,..
Estonia,RD&D per thousand units of GDP,1982,..
Estonia,RD&D per thousand units of GDP,1983,..
Estonia,RD&D per thousand units of GDP,1984,..
Estonia,RD&D per thousand units of GDP,1985,..
Estonia,RD&D per thousand units of GDP,1986,..
Estonia,RD&D per thousand units of GDP,1987,..
Estonia,RD&D per thousand units of GDP,1988,..
Estonia,RD&D per thousand units of GDP,1989,..
Estonia,RD&D per thousand units of GDP,1990,..
Estonia,RD&D per thousand units of GDP,1991,..
Estonia,RD&D per thousand units of GDP,1992,..
Estonia,RD&D per thousand units of GDP,1993,..
Estonia,RD&D per thousand units of GDP,1994,..
Estonia,RD&D per thousand units of GDP,1995,..
Estonia,RD&D per thousand units of GDP,1996,..
Estonia,RD&D per thousand units of GDP,1997,..
Estonia,RD&D per thousand units of GDP,1998,..
Estonia,RD&D per thousand units of GDP,1999,..
Estonia,RD&D per thousand units of GDP,2000,..
Estonia,RD&D per thousand units of GDP,2001,..
Estonia,RD&D per thousand units of GDP,2002,..
Estonia,RD&D per thousand units of GDP,2003,..
Estonia,RD&D per thousand units of GDP,2004,..
Estonia,RD&D per thousand units of GDP,2005,..
Estonia,RD&D per thousand units of GDP,2006,..
Estonia,RD&D per thousand units of GDP,2007,..
Estonia,RD&D per thousand units of GDP,2008,..
Estonia,RD&D per thousand units of GDP,2009,..
Estonia,RD&D per thousand units of GDP,2010,..
Estonia,RD&D per thousand units of GDP,2011,0.489
Estonia,RD&D per thousand units of GDP,2012,0.114
Estonia,RD&D per thousand units of GDP,2013,2.084
Estonia,RD&D per thousand units of GDP,2014,2.178
Estonia,RD&D per thousand units of GDP,2015,1.902
Estonia,RD&D per thousand units of GDP,2016,2.581
Estonia,RD&D per thousand units of GDP,2017,0.916
Estonia,RD&D per thousand units of GDP,2018,0.146
Estonia,RD&D per thousand units of GDP,2019,0.138
Estonia,RD&D per thousand units of GDP,2020 Estimated,0.105
Finland,Nominal GDP NC (millions) ,1974,15763.202
Finland,Nominal GDP NC (millions) ,1975,18252.018
Finland,Nominal GDP NC (millions) ,1976,20703.618
Finland,Nominal GDP NC (millions) ,1977,22704.384
Finland,Nominal GDP NC (millions) ,1978,25101.725
Finland,Nominal GDP NC (millions) ,1979,29138.44
Finland,Nominal GDP NC (millions) ,1980,33697.023
Finland,Nominal GDP NC (millions) ,1981,38107.825
Finland,Nominal GDP NC (millions) ,1982,42844.7
Finland,Nominal GDP NC (millions) ,1983,47732.15
Finland,Nominal GDP NC (millions) ,1984,53403.134
Finland,Nominal GDP NC (millions) ,1985,58265.006
Finland,Nominal GDP NC (millions) ,1986,62675.104
Finland,Nominal GDP NC (millions) ,1987,67694.12
Finland,Nominal GDP NC (millions) ,1988,76674.068
Finland,Nominal GDP NC (millions) ,1989,85881.06
Finland,Nominal GDP NC (millions) ,1990,90955.26
Finland,Nominal GDP NC (millions) ,1991,86924.385
Finland,Nominal GDP NC (millions) ,1992,84828.198
Finland,Nominal GDP NC (millions) ,1993,85664.726
Finland,Nominal GDP NC (millions) ,1994,90777.432
Finland,Nominal GDP NC (millions) ,1995,98598.928
Finland,Nominal GDP NC (millions) ,1996,102071.97
Finland,Nominal GDP NC (millions) ,1997,110814
Finland,Nominal GDP NC (millions) ,1998,120543.252
Finland,Nominal GDP NC (millions) ,1999,126992.2
Finland,Nominal GDP NC (millions) ,2000,136444.824
Finland,Nominal GDP NC (millions) ,2001,144539.935
Finland,Nominal GDP NC (millions) ,2002,148483.055
Finland,Nominal GDP NC (millions) ,2003,151834.629
Finland,Nominal GDP NC (millions) ,2004,158678.638
Finland,Nominal GDP NC (millions) ,2005,164698.443
Finland,Nominal GDP NC (millions) ,2006,172795.896
Finland,Nominal GDP NC (millions) ,2007,187019.418
Finland,Nominal GDP NC (millions) ,2008,194257.875
Finland,Nominal GDP NC (millions) ,2009,181837.953
Finland,Nominal GDP NC (millions) ,2010,188052.405
Finland,Nominal GDP NC (millions) ,2011,198026.15
Finland,Nominal GDP NC (millions) ,2012,201007.808
Finland,Nominal GDP NC (millions) ,2013,204259.616
Finland,Nominal GDP NC (millions) ,2014,206878.128
Finland,Nominal GDP NC (millions) ,2015,211385
Finland,Nominal GDP NC (millions) ,2016,217545.328
Finland,Nominal GDP NC (millions) ,2017,226284.394
Finland,Nominal GDP NC (millions) ,2018,233797.032
Finland,Nominal GDP NC (millions) ,2019,240224.4
Finland,Nominal GDP NC (millions) ,2020 Estimated,237364.798
Finland,Energy Technology RD&D Budget NC(millions),1974,..
Finland,Energy Technology RD&D Budget NC(millions),1975,..
Finland,Energy Technology RD&D Budget NC(millions),1976,..
Finland,Energy Technology RD&D Budget NC(millions),1977,..
Finland,Energy Technology RD&D Budget NC(millions),1978,..
Finland,Energy Technology RD&D Budget NC(millions),1979,..
Finland,Energy Technology RD&D Budget NC(millions),1980,..
Finland,Energy Technology RD&D Budget NC(millions),1981,..
Finland,Energy Technology RD&D Budget NC(millions),1982,..
Finland,Energy Technology RD&D Budget NC(millions),1983,..
Finland,Energy Technology RD&D Budget NC(millions),1984,..
Finland,Energy Technology RD&D Budget NC(millions),1985,..
Finland,Energy Technology RD&D Budget NC(millions),1986,..
Finland,Energy Technology RD&D Budget NC(millions),1987,..
Finland,Energy Technology RD&D Budget NC(millions),1988,..
Finland,Energy Technology RD&D Budget NC(millions),1989,..
Finland,Energy Technology RD&D Budget NC(millions),1990,32.512
Finland,Energy Technology RD&D Budget NC(millions),1991,36.067
Finland,Energy Technology RD&D Budget NC(millions),1992,38.254
Finland,Energy Technology RD&D Budget NC(millions),1993,39.753
Finland,Energy Technology RD&D Budget NC(millions),1994,48.151
Finland,Energy Technology RD&D Budget NC(millions),1995,58.189
Finland,Energy Technology RD&D Budget NC(millions),1996,56.106
Finland,Energy Technology RD&D Budget NC(millions),1997,79.361
Finland,Energy Technology RD&D Budget NC(millions),1998,81.867
Finland,Energy Technology RD&D Budget NC(millions),1999,77.898
Finland,Energy Technology RD&D Budget NC(millions),2000,65.468
Finland,Energy Technology RD&D Budget NC(millions),2001,62.659
Finland,Energy Technology RD&D Budget NC(millions),2002,70.463
Finland,Energy Technology RD&D Budget NC(millions),2003,59.068
Finland,Energy Technology RD&D Budget NC(millions),2004,79.989
Finland,Energy Technology RD&D Budget NC(millions),2005,78.783
Finland,Energy Technology RD&D Budget NC(millions),2006,100.948
Finland,Energy Technology RD&D Budget NC(millions),2007,142.836
Finland,Energy Technology RD&D Budget NC(millions),2008,168.797
Finland,Energy Technology RD&D Budget NC(millions),2009,233.459
Finland,Energy Technology RD&D Budget NC(millions),2010,268.953
Finland,Energy Technology RD&D Budget NC(millions),2011,254.673
Finland,Energy Technology RD&D Budget NC(millions),2012,232.614
Finland,Energy Technology RD&D Budget NC(millions),2013,233.644
Finland,Energy Technology RD&D Budget NC(millions),2014,217.709
Finland,Energy Technology RD&D Budget NC(millions),2015,238.91
Finland,Energy Technology RD&D Budget NC(millions),2016,190.189
Finland,Energy Technology RD&D Budget NC(millions),2017,215.949
Finland,Energy Technology RD&D Budget NC(millions),2018,193.634
Finland,Energy Technology RD&D Budget NC(millions),2019,145.39
Finland,Energy Technology RD&D Budget NC(millions),2020 Estimated,..
Finland,RD&D per thousand units of GDP,1974,..
Finland,RD&D per thousand units of GDP,1975,..
Finland,RD&D per thousand units of GDP,1976,..
Finland,RD&D per thousand units of GDP,1977,..
Finland,RD&D per thousand units of GDP,1978,..
Finland,RD&D per thousand units of GDP,1979,..
Finland,RD&D per thousand units of GDP,1980,..
Finland,RD&D per thousand units of GDP,1981,..
Finland,RD&D per thousand units of GDP,1982,..
Finland,RD&D per thousand units of GDP,1983,..
Finland,RD&D per thousand units of GDP,1984,..
Finland,RD&D per thousand units of GDP,1985,..
Finland,RD&D per thousand units of GDP,1986,..
Finland,RD&D per thousand units of GDP,1987,..
Finland,RD&D per thousand units of GDP,1988,..
Finland,RD&D per thousand units of GDP,1989,..
Finland,RD&D per thousand units of GDP,1990,0.357
Finland,RD&D per thousand units of GDP,1991,0.415
Finland,RD&D per thousand units of GDP,1992,0.451
Finland,RD&D per thousand units of GDP,1993,0.464
Finland,RD&D per thousand units of GDP,1994,0.53
Finland,RD&D per thousand units of GDP,1995,0.59
Finland,RD&D per thousand units of GDP,1996,0.55
Finland,RD&D per thousand units of GDP,1997,0.716
Finland,RD&D per thousand units of GDP,1998,0.679
Finland,RD&D per thousand units of GDP,1999,0.613
Finland,RD&D per thousand units of GDP,2000,0.48
Finland,RD&D per thousand units of GDP,2001,0.434
Finland,RD&D per thousand units of GDP,2002,0.475
Finland,RD&D per thousand units of GDP,2003,0.389
Finland,RD&D per thousand units of GDP,2004,0.504
Finland,RD&D per thousand units of GDP,2005,0.478
Finland,RD&D per thousand units of GDP,2006,0.584
Finland,RD&D per thousand units of GDP,2007,0.764
Finland,RD&D per thousand units of GDP,2008,0.869
Finland,RD&D per thousand units of GDP,2009,1.284
Finland,RD&D per thousand units of GDP,2010,1.43
Finland,RD&D per thousand units of GDP,2011,1.286
Finland,RD&D per thousand units of GDP,2012,1.157
Finland,RD&D per thousand units of GDP,2013,1.144
Finland,RD&D per thousand units of GDP,2014,1.052
Finland,RD&D per thousand units of GDP,2015,1.13
Finland,RD&D per thousand units of GDP,2016,0.874
Finland,RD&D per thousand units of GDP,2017,0.954
Finland,RD&D per thousand units of GDP,2018,0.828
Finland,RD&D per thousand units of GDP,2019,0.605
Finland,RD&D per thousand units of GDP,2020 Estimated,..
France,Nominal GDP NC (millions),1974,209422.389
France,Nominal GDP NC (millions),1975,236191.914
France,Nominal GDP NC (millions),1976,272373.057
France,Nominal GDP NC (millions),1977,306453.862
France,Nominal GDP NC (millions),1978,348728.324
France,Nominal GDP NC (millions),1979,398026.5
France,Nominal GDP NC (millions),1980,451186.89
France,Nominal GDP NC (millions),1981,510494.502
France,Nominal GDP NC (millions),1982,586418.511
France,Nominal GDP NC (millions),1983,650237.807
France,Nominal GDP NC (millions),1984,707496.363
France,Nominal GDP NC (millions),1985,758286.724
France,Nominal GDP NC (millions),1986,814940.528
France,Nominal GDP NC (millions),1987,855782.203
France,Nominal GDP NC (millions),1988,925647.872
France,Nominal GDP NC (millions),1989,996403.74
France,Nominal GDP NC (millions),1990,1053983.04
France,Nominal GDP NC (millions),1991,1092261.816
France,Nominal GDP NC (millions),1992,1131248.928
France,Nominal GDP NC (millions),1993,1142466.028
France,Nominal GDP NC (millions),1994,1180352.655
France,Nominal GDP NC (millions),1995,1217989.871
France,Nominal GDP NC (millions),1996,1253006.928
France,Nominal GDP NC (millions),1997,1292221.32
France,Nominal GDP NC (millions),1998,1352323.836
France,Nominal GDP NC (millions),1999,1400366.907
France,Nominal GDP NC (millions),2000,1479291.406
France,Nominal GDP NC (millions),2001,1538734.074
France,Nominal GDP NC (millions),2002,1588548.255
France,Nominal GDP NC (millions),2003,1630396.05
France,Nominal GDP NC (millions),2004,1704145.824
France,Nominal GDP NC (millions),2005,1766577.676
France,Nominal GDP NC (millions),2006,1848879
France,Nominal GDP NC (millions),2007,1942104.606
France,Nominal GDP NC (millions),2008,1991354.784
France,Nominal GDP NC (millions),2009,1936185.93
France,Nominal GDP NC (millions),2010,1994818.325
France,Nominal GDP NC (millions),2011,2057770.788
France,Nominal GDP NC (millions),2012,2087768.475
France,Nominal GDP NC (millions),2013,2117030.086
France,Nominal GDP NC (millions),2014,2150318.415
France,Nominal GDP NC (millions),2015,2198432
France,Nominal GDP NC (millions),2016,2233627.575
France,Nominal GDP NC (millions),2017,2296176.42
France,Nominal GDP NC (millions),2018,2360486.04
France,Nominal GDP NC (millions),2019,2426634.762
France,Nominal GDP NC (millions),2020 Estimated,2279360.16
France,Energy Technology RD&D Budget NC(millions) ,1974,..
France,Energy Technology RD&D Budget NC(millions) ,1975,..
France,Energy Technology RD&D Budget NC(millions) ,1976,..
France,Energy Technology RD&D Budget NC(millions) ,1977,..
France,Energy Technology RD&D Budget NC(millions) ,1978,..
France,Energy Technology RD&D Budget NC(millions) ,1979,..
France,Energy Technology RD&D Budget NC(millions) ,1980,..
France,Energy Technology RD&D Budget NC(millions) ,1981,..
France,Energy Technology RD&D Budget NC(millions) ,1982,..
France,Energy Technology RD&D Budget NC(millions) ,1983,..
France,Energy Technology RD&D Budget NC(millions) ,1984,..
France,Energy Technology RD&D Budget NC(millions) ,1985,620.696
France,Energy Technology RD&D Budget NC(millions) ,1986,567.43
France,Energy Technology RD&D Budget NC(millions) ,1987,542.276
France,Energy Technology RD&D Budget NC(millions) ,1988,499.743
France,Energy Technology RD&D Budget NC(millions) ,1989,474.924
France,Energy Technology RD&D Budget NC(millions) ,1990,460.228
France,Energy Technology RD&D Budget NC(millions) ,1991,466.25
France,Energy Technology RD&D Budget NC(millions) ,1992,444.297
France,Energy Technology RD&D Budget NC(millions) ,1993,448.947
France,Energy Technology RD&D Budget NC(millions) ,1994,424.266
France,Energy Technology RD&D Budget NC(millions) ,1995,501.923
France,Energy Technology RD&D Budget NC(millions) ,1996,483.157
France,Energy Technology RD&D Budget NC(millions) ,1997,488.187
France,Energy Technology RD&D Budget NC(millions) ,1998,527.062
France,Energy Technology RD&D Budget NC(millions) ,1999,617.114
France,Energy Technology RD&D Budget NC(millions) ,2000,586.73
France,Energy Technology RD&D Budget NC(millions) ,2001,441.6
France,Energy Technology RD&D Budget NC(millions) ,2002,848.336
France,Energy Technology RD&D Budget NC(millions) ,2003,860.91
France,Energy Technology RD&D Budget NC(millions) ,2004,842.345
France,Energy Technology RD&D Budget NC(millions) ,2005,863.78
France,Energy Technology RD&D Budget NC(millions) ,2006,879.022
France,Energy Technology RD&D Budget NC(millions) ,2007,943.027
France,Energy Technology RD&D Budget NC(millions) ,2008,1038.411
France,Energy Technology RD&D Budget NC(millions) ,2009,1146.323
France,Energy Technology RD&D Budget NC(millions) ,2010,1116.093
France,Energy Technology RD&D Budget NC(millions) ,2011,1248.836
France,Energy Technology RD&D Budget NC(millions) ,2012,1258.202
France,Energy Technology RD&D Budget NC(millions) ,2013,1269.222
France,Energy Technology RD&D Budget NC(millions) ,2014,1223.687
France,Energy Technology RD&D Budget NC(millions) ,2015,1205.162
France,Energy Technology RD&D Budget NC(millions) ,2016,1115.661
France,Energy Technology RD&D Budget NC(millions) ,2017,1127.423
France,Energy Technology RD&D Budget NC(millions) ,2018,1175.52
France,Energy Technology RD&D Budget NC(millions) ,2019,1236.687
France,Energy Technology RD&D Budget NC(millions) ,2020 Estimated,..
France,RD&D per thousand units of GDP ,1974,..
France,RD&D per thousand units of GDP ,1975,..
France,RD&D per thousand units of GDP ,1976,..
