Country,Indicator,Attribute,Value
Australia,Nominal GDP NC (millions) ,1974,71103.031
Australia,Nominal GDP NC (millions) ,1975,83087.352
Australia,Nominal GDP NC (millions) ,1976,96085.056
Australia,Nominal GDP NC (millions) ,1977,105025.856
Australia,Nominal GDP NC (millions) ,1978,118728.874
Australia,Nominal GDP NC (millions) ,1979,134239.672
Australia,Nominal GDP NC (millions) ,1980,152144.832
Australia,Nominal GDP NC (millions) ,1981,175704.096
Australia,Nominal GDP NC (millions) ,1982,189321.9
Australia,Nominal GDP NC (millions) ,1983,213362.191
Australia,Nominal GDP NC (millions) ,1984,235137.168
Australia,Nominal GDP NC (millions) ,1985,260163.144
Australia,Nominal GDP NC (millions) ,1986,285383.26
Australia,Nominal GDP NC (millions) ,1987,324231.6
Australia,Nominal GDP NC (millions) ,1988,367364.592
Australia,Nominal GDP NC (millions) ,1989,403885.945
Australia,Nominal GDP NC (millions) ,1990,414309.573
Australia,Nominal GDP NC (millions) ,1991,422812.88
Australia,Nominal GDP NC (millions) ,1992,443778.685
Australia,Nominal GDP NC (millions) ,1993,465542.37
Australia,Nominal GDP NC (millions) ,1994,494433.555
Australia,Nominal GDP NC (millions) ,1995,527706.421
Australia,Nominal GDP NC (millions) ,1996,555049.338
Australia,Nominal GDP NC (millions) ,1997,588114.988
Australia,Nominal GDP NC (millions) ,1998,619967.04
Australia,Nominal GDP NC (millions) ,1999,661087.168
Australia,Nominal GDP NC (millions) ,2000,704772.081
Australia,Nominal GDP NC (millions) ,2001,754041.8
Australia,Nominal GDP NC (millions) ,2002,800539.196
Australia,Nominal GDP NC (millions) ,2003,861524.025
Australia,Nominal GDP NC (millions) ,2004,922242.272
Australia,Nominal GDP NC (millions) ,2005,995919.03
Australia,Nominal GDP NC (millions) ,2006,1086569.6
Australia,Nominal GDP NC (millions) ,2007,1177882.076
Australia,Nominal GDP NC (millions) ,2008,1260179.012
Australia,Nominal GDP NC (millions) ,2009,1301762.58
Australia,Nominal GDP NC (millions) ,2010,1416282.098
Australia,Nominal GDP NC (millions) ,2011,1498833.968
Australia,Nominal GDP NC (millions) ,2012,1536035.184
Australia,Nominal GDP NC (millions) ,2013,1598663.97
Australia,Nominal GDP NC (millions) ,2014,1624021.71
Australia,Nominal GDP NC (millions) ,2015,1660714
Australia,Nominal GDP NC (millions) ,2016,1761781.077
Australia,Nominal GDP NC (millions) ,2017,1848721.539
Australia,Nominal GDP NC (millions) ,2018,1952996.446
Australia,Nominal GDP NC (millions) ,2019,1984850.562
Australia,Nominal GDP NC (millions) ,2020 Estimated,1957708.319
Australia,Energy Technology RD&D Budget NC(millions),1974,..
Australia,Energy Technology RD&D Budget NC(millions),1975,..
Australia,Energy Technology RD&D Budget NC(millions),1976,..
Australia,Energy Technology RD&D Budget NC(millions),1977,..
Australia,Energy Technology RD&D Budget NC(millions),1978,..
Australia,Energy Technology RD&D Budget NC(millions),1979,19.84
Australia,Energy Technology RD&D Budget NC(millions),1980,41.69
Australia,Energy Technology RD&D Budget NC(millions),1981,54.6
Australia,Energy Technology RD&D Budget NC(millions),1982,..
Australia,Energy Technology RD&D Budget NC(millions),1983,96.57
Australia,Energy Technology RD&D Budget NC(millions),1984,..
Australia,Energy Technology RD&D Budget NC(millions),1985,67.7
Australia,Energy Technology RD&D Budget NC(millions),1986,..
Australia,Energy Technology RD&D Budget NC(millions),1987,62.4
Australia,Energy Technology RD&D Budget NC(millions),1988,..
Australia,Energy Technology RD&D Budget NC(millions),1989,91.74
Australia,Energy Technology RD&D Budget NC(millions),1990,..
Australia,Energy Technology RD&D Budget NC(millions),1991,..
Australia,Energy Technology RD&D Budget NC(millions),1992,..
Australia,Energy Technology RD&D Budget NC(millions),1993,110.36
Australia,Energy Technology RD&D Budget NC(millions),1994,..
Australia,Energy Technology RD&D Budget NC(millions),1995,116.28
Australia,Energy Technology RD&D Budget NC(millions),1996,..
Australia,Energy Technology RD&D Budget NC(millions),1997,157.629
Australia,Energy Technology RD&D Budget NC(millions),1998,..
Australia,Energy Technology RD&D Budget NC(millions),1999,136.52
Australia,Energy Technology RD&D Budget NC(millions),2000,..
Australia,Energy Technology RD&D Budget NC(millions),2001,155.51
Australia,Energy Technology RD&D Budget NC(millions),2002,..
Australia,Energy Technology RD&D Budget NC(millions),2003,151.73
Australia,Energy Technology RD&D Budget NC(millions),2004,313.786
Australia,Energy Technology RD&D Budget NC(millions),2005,233.139
Australia,Energy Technology RD&D Budget NC(millions),2006,266.562
Australia,Energy Technology RD&D Budget NC(millions),2007,308.552
Australia,Energy Technology RD&D Budget NC(millions),2008,334.101
Australia,Energy Technology RD&D Budget NC(millions),2009,459.824
Australia,Energy Technology RD&D Budget NC(millions),2010,484.747
Australia,Energy Technology RD&D Budget NC(millions),2011,591.164
Australia,Energy Technology RD&D Budget NC(millions),2012,770.658
Australia,Energy Technology RD&D Budget NC(millions),2013,960.827
Australia,Energy Technology RD&D Budget NC(millions),2014,310.878
Australia,Energy Technology RD&D Budget NC(millions),2015,280.173
Australia,Energy Technology RD&D Budget NC(millions),2016,169.731
Australia,Energy Technology RD&D Budget NC(millions),2017,203.322
Australia,Energy Technology RD&D Budget NC(millions),2018,237.017
Australia,Energy Technology RD&D Budget NC(millions),2019,110.805
Australia,Energy Technology RD&D Budget NC(millions),2020 Estimated,..
Australia,RD&D per thousand units of GDP,1974,..
Australia,RD&D per thousand units of GDP,1975,..
Australia,RD&D per thousand units of GDP,1976,..
Australia,RD&D per thousand units of GDP,1977,..
Australia,RD&D per thousand units of GDP,1978,..
Australia,RD&D per thousand units of GDP,1979,0.148
Australia,RD&D per thousand units of GDP,1980,0.274
Australia,RD&D per thousand units of GDP,1981,0.311
Australia,RD&D per thousand units of GDP,1982,..
Australia,RD&D per thousand units of GDP,1983,0.453
Australia,RD&D per thousand units of GDP,1984,..
Australia,RD&D per thousand units of GDP,1985,0.26
Australia,RD&D per thousand units of GDP,1986,..
Australia,RD&D per thousand units of GDP,1987,0.192
Australia,RD&D per thousand units of GDP,1988,..
Australia,RD&D per thousand units of GDP,1989,0.227
Australia,RD&D per thousand units of GDP,1990,..
Australia,RD&D per thousand units of GDP,1991,..
Australia,RD&D per thousand units of GDP,1992,..
Australia,RD&D per thousand units of GDP,1993,0.237
Australia,RD&D per thousand units of GDP,1994,..
Australia,RD&D per thousand units of GDP,1995,0.22
Australia,RD&D per thousand units of GDP,1996,..
Australia,RD&D per thousand units of GDP,1997,0.268
Australia,RD&D per thousand units of GDP,1998,..
Australia,RD&D per thousand units of GDP,1999,0.207
Australia,RD&D per thousand units of GDP,2000,..
Australia,RD&D per thousand units of GDP,2001,0.206
Australia,RD&D per thousand units of GDP,2002,..
Australia,RD&D per thousand units of GDP,2003,0.176
Australia,RD&D per thousand units of GDP,2004,0.34
Australia,RD&D per thousand units of GDP,2005,0.234
Australia,RD&D per thousand units of GDP,2006,0.245
Australia,RD&D per thousand units of GDP,2007,0.262
Australia,RD&D per thousand units of GDP,2008,0.265
Australia,RD&D per thousand units of GDP,2009,0.353
Australia,RD&D per thousand units of GDP,2010,0.342
Australia,RD&D per thousand units of GDP,2011,0.394
Australia,RD&D per thousand units of GDP,2012,0.502
Australia,RD&D per thousand units of GDP,2013,0.601
Australia,RD&D per thousand units of GDP,2014,0.191
Australia,RD&D per thousand units of GDP,2015,0.169
Australia,RD&D per thousand units of GDP,2016,0.096
Australia,RD&D per thousand units of GDP,2017,0.11
Australia,RD&D per thousand units of GDP,2018,0.121
Australia,RD&D per thousand units of GDP,2019,0.056
Australia,RD&D per thousand units of GDP,2020 Estimated,..
Austria,Nominal GDP NC (millions) ,1974,47747.448
Austria,Nominal GDP NC (millions) ,1975,50677.221
Austria,Nominal GDP NC (millions) ,1976,55932.258
Austria,Nominal GDP NC (millions) ,1977,61858.398
Austria,Nominal GDP NC (millions) ,1978,65454.464
Austria,Nominal GDP NC (millions) ,1979,71862.595
Austria,Nominal GDP NC (millions) ,1980,77100.6
Austria,Nominal GDP NC (millions) ,1981,82191.6
Austria,Nominal GDP NC (millions) ,1982,88443.5
Austria,Nominal GDP NC (millions) ,1983,94169.482
Austria,Nominal GDP NC (millions) ,1984,98774.08
Austria,Nominal GDP NC (millions) ,1985,104417.287
Austria,Nominal GDP NC (millions) ,1986,109877.9
Austria,Nominal GDP NC (millions) ,1987,114080.465
Austria,Nominal GDP NC (millions) ,1988,119641.262
Austria,Nominal GDP NC (millions) ,1989,128033.136
Austria,Nominal GDP NC (millions) ,1990,137500.652
Austria,Nominal GDP NC (millions) ,1991,147392.694
Austria,Nominal GDP NC (millions) ,1992,155746.52
Austria,Nominal GDP NC (millions) ,1993,160941.255
Austria,Nominal GDP NC (millions) ,1994,169051.392
Austria,Nominal GDP NC (millions) ,1995,176708.91
Austria,Nominal GDP NC (millions) ,1996,182594.698
Austria,Nominal GDP NC (millions) ,1997,188693.986
Austria,Nominal GDP NC (millions) ,1998,196238
Austria,Nominal GDP NC (millions) ,1999,203759.818
Austria,Nominal GDP NC (millions) ,2000,213723.474
Austria,Nominal GDP NC (millions) ,2001,220408.056
Austria,Nominal GDP NC (millions) ,2002,226646.77
Austria,Nominal GDP NC (millions) ,2003,231986.24
Austria,Nominal GDP NC (millions) ,2004,242223.499
Austria,Nominal GDP NC (millions) ,2005,254087.9
Austria,Nominal GDP NC (millions) ,2006,267931.584
Austria,Nominal GDP NC (millions) ,2007,283831.776
Austria,Nominal GDP NC (millions) ,2008,293642.586
Austria,Nominal GDP NC (millions) ,2009,288041.582
Austria,Nominal GDP NC (millions) ,2010,295945.806
Austria,Nominal GDP NC (millions) ,2011,309975.478
Austria,Nominal GDP NC (millions) ,2012,318515.326
Austria,Nominal GDP NC (millions) ,2013,324014.361
Austria,Nominal GDP NC (millions) ,2014,333314.136
Austria,Nominal GDP NC (millions) ,2015,344269
Austria,Nominal GDP NC (millions) ,2016,357438.124
Austria,Nominal GDP NC (millions) ,2017,369251.688
Austria,Nominal GDP NC (millions) ,2018,385416.9
Austria,Nominal GDP NC (millions) ,2019,397618.339
Austria,Nominal GDP NC (millions) ,2020 Estimated,375606.075
Austria,Energy Technology RD&D Budget NC(millions),1974,..
Austria,Energy Technology RD&D Budget NC(millions),1975,..
Austria,Energy Technology RD&D Budget NC(millions),1976,..
Austria,Energy Technology RD&D Budget NC(millions),1977,19.832
Austria,Energy Technology RD&D Budget NC(millions),1978,26.068
Austria,Energy Technology RD&D Budget NC(millions),1979,22.835
Austria,Energy Technology RD&D Budget NC(millions),1980,25.903
Austria,Energy Technology RD&D Budget NC(millions),1981,25.537
Austria,Energy Technology RD&D Budget NC(millions),1982,29.659
Austria,Energy Technology RD&D Budget NC(millions),1983,29.282
Austria,Energy Technology RD&D Budget NC(millions),1984,33.547
Austria,Energy Technology RD&D Budget NC(millions),1985,32.924
Austria,Energy Technology RD&D Budget NC(millions),1986,20.845
Austria,Energy Technology RD&D Budget NC(millions),1987,18.612
Austria,Energy Technology RD&D Budget NC(millions),1988,23.171
Austria,Energy Technology RD&D Budget NC(millions),1989,13.636
Austria,Energy Technology RD&D Budget NC(millions),1990,9.999
Austria,Energy Technology RD&D Budget NC(millions),1991,17.802
Austria,Energy Technology RD&D Budget NC(millions),1992,15.311
Austria,Energy Technology RD&D Budget NC(millions),1993,20.847
Austria,Energy Technology RD&D Budget NC(millions),1994,23.589
Austria,Energy Technology RD&D Budget NC(millions),1995,24.132
Austria,Energy Technology RD&D Budget NC(millions),1996,24.295
Austria,Energy Technology RD&D Budget NC(millions),1997,25.732
Austria,Energy Technology RD&D Budget NC(millions),1998,27.386
Austria,Energy Technology RD&D Budget NC(millions),1999,26.527
Austria,Energy Technology RD&D Budget NC(millions),2000,23.322
Austria,Energy Technology RD&D Budget NC(millions),2001,29.872
Austria,Energy Technology RD&D Budget NC(millions),2002,29.18
Austria,Energy Technology RD&D Budget NC(millions),2003,24.982
Austria,Energy Technology RD&D Budget NC(millions),2004,33.534
Austria,Energy Technology RD&D Budget NC(millions),2005,33.6
Austria,Energy Technology RD&D Budget NC(millions),2006,42.399
Austria,Energy Technology RD&D Budget NC(millions),2007,31.886
Austria,Energy Technology RD&D Budget NC(millions),2008,71.167
Austria,Energy Technology RD&D Budget NC(millions),2009,92.27
Austria,Energy Technology RD&D Budget NC(millions),2010,120.979
Austria,Energy Technology RD&D Budget NC(millions),2011,120.823
Austria,Energy Technology RD&D Budget NC(millions),2012,120.101
Austria,Energy Technology RD&D Budget NC(millions),2013,124.555
Austria,Energy Technology RD&D Budget NC(millions),2014,143.101
Austria,Energy Technology RD&D Budget NC(millions),2015,128.415
Austria,Energy Technology RD&D Budget NC(millions),2016,140.894
Austria,Energy Technology RD&D Budget NC(millions),2017,139.34
Austria,Energy Technology RD&D Budget NC(millions),2018,151.402
Austria,Energy Technology RD&D Budget NC(millions),2019,149.107
Austria,Energy Technology RD&D Budget NC(millions),2020 Estimated,..
Austria,RD&D per thousand units of GDP,1974,..
Austria,RD&D per thousand units of GDP,1975,..
Austria,RD&D per thousand units of GDP,1976,..
Austria,RD&D per thousand units of GDP,1977,0.321
Austria,RD&D per thousand units of GDP,1978,0.398
Austria,RD&D per thousand units of GDP,1979,0.318
Austria,RD&D per thousand units of GDP,1980,0.336
Austria,RD&D per thousand units of GDP,1981,0.311
Austria,RD&D per thousand units of GDP,1982,0.335
Austria,RD&D per thousand units of GDP,1983,0.311
Austria,RD&D per thousand units of GDP,1984,0.34
Austria,RD&D per thousand units of GDP,1985,0.315
Austria,RD&D per thousand units of GDP,1986,0.19
Austria,RD&D per thousand units of GDP,1987,0.163
Austria,RD&D per thousand units of GDP,1988,0.194
Austria,RD&D per thousand units of GDP,1989,0.107
Austria,RD&D per thousand units of GDP,1990,0.073
Austria,RD&D per thousand units of GDP,1991,0.121
Austria,RD&D per thousand units of GDP,1992,0.098
Austria,RD&D per thousand units of GDP,1993,0.13
Austria,RD&D per thousand units of GDP,1994,0.14
Austria,RD&D per thousand units of GDP,1995,0.137
Austria,RD&D per thousand units of GDP,1996,0.133
Austria,RD&D per thousand units of GDP,1997,0.136
Austria,RD&D per thousand units of GDP,1998,0.14
Austria,RD&D per thousand units of GDP,1999,0.13
Austria,RD&D per thousand units of GDP,2000,0.109
Austria,RD&D per thousand units of GDP,2001,0.136
Austria,RD&D per thousand units of GDP,2002,0.129
Austria,RD&D per thousand units of GDP,2003,0.108
Austria,RD&D per thousand units of GDP,2004,0.138
Austria,RD&D per thousand units of GDP,2005,0.132
Austria,RD&D per thousand units of GDP,2006,0.158
Austria,RD&D per thousand units of GDP,2007,0.112
Austria,RD&D per thousand units of GDP,2008,0.242
Austria,RD&D per thousand units of GDP,2009,0.32
Austria,RD&D per thousand units of GDP,2010,0.409
Austria,RD&D per thousand units of GDP,2011,0.39
Austria,RD&D per thousand units of GDP,2012,0.377
Austria,RD&D per thousand units of GDP,2013,0.384
Austria,RD&D per thousand units of GDP,2014,0.429
Austria,RD&D per thousand units of GDP,2015,0.373
Austria,RD&D per thousand units of GDP,2016,0.394
Austria,RD&D per thousand units of GDP,2017,0.377
Austria,RD&D per thousand units of GDP,2018,0.393
Austria,RD&D per thousand units of GDP,2019,0.375
Austria,RD&D per thousand units of GDP,2020 Estimated,..
Belgium,Nominal GDP NC (millions) ,1974,54116.928
Belgium,Nominal GDP NC (millions) ,1975,59888.076
Belgium,Nominal GDP NC (millions) ,1976,67974.871
Belgium,Nominal GDP NC (millions) ,1977,73525.76
Belgium,Nominal GDP NC (millions) ,1978,79061.58
Belgium,Nominal GDP NC (millions) ,1979,84439.476
Belgium,Nominal GDP NC (millions) ,1980,91906.664
Belgium,Nominal GDP NC (millions) ,1981,96405.576
Belgium,Nominal GDP NC (millions) ,1982,104372.16
Belgium,Nominal GDP NC (millions) ,1983,110586.84
Belgium,Nominal GDP NC (millions) ,1984,119349
Belgium,Nominal GDP NC (millions) ,1985,127000.328
Belgium,Nominal GDP NC (millions) ,1986,133016.475
Belgium,Nominal GDP NC (millions) ,1987,138214.696
Belgium,Nominal GDP NC (millions) ,1988,147964.659
Belgium,Nominal GDP NC (millions) ,1989,160534.57
Belgium,Nominal GDP NC (millions) ,1990,170067.713
Belgium,Nominal GDP NC (millions) ,1991,178302.418
Belgium,Nominal GDP NC (millions) ,1992,187048.008
Belgium,Nominal GDP NC (millions) ,1993,192832.384
Belgium,Nominal GDP NC (millions) ,1994,202968.546
Belgium,Nominal GDP NC (millions) ,1995,210384.93
Belgium,Nominal GDP NC (millions) ,1996,214325.519
Belgium,Nominal GDP NC (millions) ,1997,223961.112
Belgium,Nominal GDP NC (millions) ,1998,232652.182
Belgium,Nominal GDP NC (millions) ,1999,242165.886
Belgium,Nominal GDP NC (millions) ,2000,256439.692
Belgium,Nominal GDP NC (millions) ,2001,264258.527
Belgium,Nominal GDP NC (millions) ,2002,273175.162
Belgium,Nominal GDP NC (millions) ,2003,281147.345
Belgium,Nominal GDP NC (millions) ,2004,296862.138
Belgium,Nominal GDP NC (millions) ,2005,309924.286
Belgium,Nominal GDP NC (millions) ,2006,325277.454
Belgium,Nominal GDP NC (millions) ,2007,343797.696
Belgium,Nominal GDP NC (millions) ,2008,351922.64
Belgium,Nominal GDP NC (millions) ,2009,346330.176
Belgium,Nominal GDP NC (millions) ,2010,363281.25
Belgium,Nominal GDP NC (millions) ,2011,375793.77
Belgium,Nominal GDP NC (millions) ,2012,386174.665
Belgium,Nominal GDP NC (millions) ,2013,392772.563
Belgium,Nominal GDP NC (millions) ,2014,403056.255
Belgium,Nominal GDP NC (millions) ,2015,416701
Belgium,Nominal GDP NC (millions) ,2016,429997.62
Belgium,Nominal GDP NC (millions) ,2017,445059.108
Belgium,Nominal GDP NC (millions) ,2018,460545.48
Belgium,Nominal GDP NC (millions) ,2019,476126.656
Belgium,Nominal GDP NC (millions) ,2020 Estimated,449695.43
Belgium,Energy Technology RD&D Budget NC(millions),1974,68.319
Belgium,Energy Technology RD&D Budget NC(millions),1975,87.209
Belgium,Energy Technology RD&D Budget NC(millions),1976,90.357
Belgium,Energy Technology RD&D Budget NC(millions),1977,80.724
Belgium,Energy Technology RD&D Budget NC(millions),1978,66.438
Belgium,Energy Technology RD&D Budget NC(millions),1979,73.649
Belgium,Energy Technology RD&D Budget NC(millions),1980,95.848
Belgium,Energy Technology RD&D Budget NC(millions),1981,87.742
Belgium,Energy Technology RD&D Budget NC(millions),1982,87.184
Belgium,Energy Technology RD&D Budget NC(millions),1983,84.244
Belgium,Energy Technology RD&D Budget NC(millions),1984,94.237
Belgium,Energy Technology RD&D Budget NC(millions),1985,90.898
Belgium,Energy Technology RD&D Budget NC(millions),1986,85.635
Belgium,Energy Technology RD&D Budget NC(millions),1987,73.414
Belgium,Energy Technology RD&D Budget NC(millions),1988,62.692
Belgium,Energy Technology RD&D Budget NC(millions),1989,45.241
Belgium,Energy Technology RD&D Budget NC(millions),1990,..
Belgium,Energy Technology RD&D Budget NC(millions),1991,..
Belgium,Energy Technology RD&D Budget NC(millions),1992,..
Belgium,Energy Technology RD&D Budget NC(millions),1993,..
Belgium,Energy Technology RD&D Budget NC(millions),1994,41.362
Belgium,Energy Technology RD&D Budget NC(millions),1995,43.773
Belgium,Energy Technology RD&D Budget NC(millions),1996,56.448
Belgium,Energy Technology RD&D Budget NC(millions),1997,54.548
Belgium,Energy Technology RD&D Budget NC(millions),1998,70.384
Belgium,Energy Technology RD&D Budget NC(millions),1999,49.745
Belgium,Energy Technology RD&D Budget NC(millions),2000,..
Belgium,Energy Technology RD&D Budget NC(millions),2001,..
Belgium,Energy Technology RD&D Budget NC(millions),2002,..
Belgium,Energy Technology RD&D Budget NC(millions),2003,..
Belgium,Energy Technology RD&D Budget NC(millions),2004,..
Belgium,Energy Technology RD&D Budget NC(millions),2005,..
Belgium,Energy Technology RD&D Budget NC(millions),2006,..
Belgium,Energy Technology RD&D Budget NC(millions),2007,94.262
Belgium,Energy Technology RD&D Budget NC(millions),2008,..
Belgium,Energy Technology RD&D Budget NC(millions),2009,..
Belgium,Energy Technology RD&D Budget NC(millions),2010,56.086
Belgium,Energy Technology RD&D Budget NC(millions),2011,150.846
Belgium,Energy Technology RD&D Budget NC(millions),2012,210.798
Belgium,Energy Technology RD&D Budget NC(millions),2013,194.758
Belgium,Energy Technology RD&D Budget NC(millions),2014,166.841
Belgium,Energy Technology RD&D Budget NC(millions),2015,161.271
Belgium,Energy Technology RD&D Budget NC(millions),2016,168.861
Belgium,Energy Technology RD&D Budget NC(millions),2017,160.194
Belgium,Energy Technology RD&D Budget NC(millions),2018,173.03
Belgium,Energy Technology RD&D Budget NC(millions),2019,236.95
Belgium,Energy Technology RD&D Budget NC(millions),2020 Estimated,285.406
Belgium,RD&D per thousand units of GDP,1974,1.262
Belgium,RD&D per thousand units of GDP,1975,1.456
Belgium,RD&D per thousand units of GDP,1976,1.329
Belgium,RD&D per thousand units of GDP,1977,1.098
Belgium,RD&D per thousand units of GDP,1978,0.84
Belgium,RD&D per thousand units of GDP,1979,0.872
Belgium,RD&D per thousand units of GDP,1980,1.043
Belgium,RD&D per thousand units of GDP,1981,0.91
Belgium,RD&D per thousand units of GDP,1982,0.835
Belgium,RD&D per thousand units of GDP,1983,0.762
Belgium,RD&D per thousand units of GDP,1984,0.79
Belgium,RD&D per thousand units of GDP,1985,0.716
Belgium,RD&D per thousand units of GDP,1986,0.644
Belgium,RD&D per thousand units of GDP,1987,0.531
Belgium,RD&D per thousand units of GDP,1988,0.424
Belgium,RD&D per thousand units of GDP,1989,0.282
Belgium,RD&D per thousand units of GDP,1990,..
Belgium,RD&D per thousand units of GDP,1991,..
Belgium,RD&D per thousand units of GDP,1992,..
Belgium,RD&D per thousand units of GDP,1993,..
Belgium,RD&D per thousand units of GDP,1994,0.204
Belgium,RD&D per thousand units of GDP,1995,0.208
Belgium,RD&D per thousand units of GDP,1996,0.263
Belgium,RD&D per thousand units of GDP,1997,0.244
Belgium,RD&D per thousand units of GDP,1998,0.303
Belgium,RD&D per thousand units of GDP,1999,0.205
Belgium,RD&D per thousand units of GDP,2000,..
Belgium,RD&D per thousand units of GDP,2001,..
Belgium,RD&D per thousand units of GDP,2002,..
Belgium,RD&D per thousand units of GDP,2003,..
Belgium,RD&D per thousand units of GDP,2004,..
Belgium,RD&D per thousand units of GDP,2005,..
Belgium,RD&D per thousand units of GDP,2006,..
Belgium,RD&D per thousand units of GDP,2007,0.274
Belgium,RD&D per thousand units of GDP,2008,..
Belgium,RD&D per thousand units of GDP,2009,..
Belgium,RD&D per thousand units of GDP,2010,0.154
Belgium,RD&D per thousand units of GDP,2011,0.401
Belgium,RD&D per thousand units of GDP,2012,0.546
Belgium,RD&D per thousand units of GDP,2013,0.496
Belgium,RD&D per thousand units of GDP,2014,0.414
Belgium,RD&D per thousand units of GDP,2015,0.387
Belgium,RD&D per thousand units of GDP,2016,0.393
Belgium,RD&D per thousand units of GDP,2017,0.36
Belgium,RD&D per thousand units of GDP,2018,0.376
Belgium,RD&D per thousand units of GDP,2019,0.498
Belgium,RD&D per thousand units of GDP,2020 Estimated,0.635
Brazil,Nominal GDP NC (millions),1974,..
Brazil,Nominal GDP NC (millions),1975,..
Brazil,Nominal GDP NC (millions),1976,..
Brazil,Nominal GDP NC (millions),1977,..
Brazil,Nominal GDP NC (millions),1978,..
Brazil,Nominal GDP NC (millions),1979,..
Brazil,Nominal GDP NC (millions),1980,..
Brazil,Nominal GDP NC (millions),1981,..
Brazil,Nominal GDP NC (millions),1982,..
Brazil,Nominal GDP NC (millions),1983,..
Brazil,Nominal GDP NC (millions),1984,..
Brazil,Nominal GDP NC (millions),1985,..
Brazil,Nominal GDP NC (millions),1986,..
Brazil,Nominal GDP NC (millions),1987,..
Brazil,Nominal GDP NC (millions),1988,..
Brazil,Nominal GDP NC (millions),1989,..
Brazil,Nominal GDP NC (millions),1990,..
Brazil,Nominal GDP NC (millions),1991,..
Brazil,Nominal GDP NC (millions),1992,..
Brazil,Nominal GDP NC (millions),1993,13179.45433
Brazil,Nominal GDP NC (millions),1994,357551.7985
Brazil,Nominal GDP NC (millions),1995,706318.1064
Brazil,Nominal GDP NC (millions),1996,856147.7591
Brazil,Nominal GDP NC (millions),1997,952725.0851
Brazil,Nominal GDP NC (millions),1998,1001109.61
Brazil,Nominal GDP NC (millions),1999,1088978.21
Brazil,Nominal GDP NC (millions),2000,1199920.205
Brazil,Nominal GDP NC (millions),2001,1316647.852
Brazil,Nominal GDP NC (millions),2002,1488819.622
Brazil,Nominal GDP NC (millions),2003,1718538.98
Brazil,Nominal GDP NC (millions),2004,1958696.957
Brazil,Nominal GDP NC (millions),2005,2171656.385
Brazil,Nominal GDP NC (millions),2006,2409150.585
Brazil,Nominal GDP NC (millions),2007,2721059.722
Brazil,Nominal GDP NC (millions),2008,3107660.122
Brazil,Nominal GDP NC (millions),2009,3335602.974
Brazil,Nominal GDP NC (millions),2010,3887031.199
Brazil,Nominal GDP NC (millions),2011,4377324.749
Brazil,Nominal GDP NC (millions),2012,4815697.457
Brazil,Nominal GDP NC (millions),2013,5331486.01
Brazil,Nominal GDP NC (millions),2014,5781065.478
Brazil,Nominal GDP NC (millions),2015,5995787
Brazil,Nominal GDP NC (millions),2016,6269124.343
Brazil,Nominal GDP NC (millions),2017,6581219.833
Brazil,Nominal GDP NC (millions),2018,6888180.942
Brazil,Nominal GDP NC (millions),2019,7255497.085
Brazil,Nominal GDP NC (millions),2020 Estimated,7297460.473
Brazil,Energy Technology RD&D Budget NC(millions) ,1974,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1975,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1976,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1977,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1978,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1979,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1980,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1981,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1982,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1983,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1984,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1985,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1986,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1987,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1988,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1989,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1990,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1991,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1992,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1993,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1994,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1995,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1996,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1997,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1998,..
Brazil,Energy Technology RD&D Budget NC(millions) ,1999,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2000,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2001,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2002,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2003,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2004,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2005,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2006,..
Brazil,Energy Technology RD&D Budget NC(millions) ,2007,1543.45
Brazil,Energy Technology RD&D Budget NC(millions) ,2008,1597.508
Brazil,Energy Technology RD&D Budget NC(millions) ,2009,2059.24
Brazil,Energy Technology RD&D Budget NC(millions) ,2010,1308.777
