,Country,Currency_type,Sectors,Year,Amount
864,Australia,USD (2020 prices and exchange rates),Energy efficiency,1974,0.0
865,Australia,USD (2020 prices and exchange rates),Energy efficiency,1975,0.0
866,Australia,USD (2020 prices and exchange rates),Energy efficiency,1976,0.0
867,Australia,USD (2020 prices and exchange rates),Energy efficiency,1977,0.0
868,Australia,USD (2020 prices and exchange rates),Energy efficiency,1978,0.0
869,Australia,USD (2020 prices and exchange rates),Energy efficiency,1979,0.0
870,Australia,USD (2020 prices and exchange rates),Energy efficiency,1980,15.388
871,Australia,USD (2020 prices and exchange rates),Energy efficiency,1981,17.873
872,Australia,USD (2020 prices and exchange rates),Energy efficiency,1982,0.0
873,Australia,USD (2020 prices and exchange rates),Energy efficiency,1983,27.762
874,Australia,USD (2020 prices and exchange rates),Energy efficiency,1984,0.0
875,Australia,USD (2020 prices and exchange rates),Energy efficiency,1985,17.045
876,Australia,USD (2020 prices and exchange rates),Energy efficiency,1986,0.0
877,Australia,USD (2020 prices and exchange rates),Energy efficiency,1987,8.992
878,Australia,USD (2020 prices and exchange rates),Energy efficiency,1988,0.0
879,Australia,USD (2020 prices and exchange rates),Energy efficiency,1989,9.504
880,Australia,USD (2020 prices and exchange rates),Energy efficiency,1990,0.0
881,Australia,USD (2020 prices and exchange rates),Energy efficiency,1991,0.0
882,Australia,USD (2020 prices and exchange rates),Energy efficiency,1992,0.0
883,Australia,USD (2020 prices and exchange rates),Energy efficiency,1993,9.043
884,Australia,USD (2020 prices and exchange rates),Energy efficiency,1994,0.0
885,Australia,USD (2020 prices and exchange rates),Energy efficiency,1995,17.999
886,Australia,USD (2020 prices and exchange rates),Energy efficiency,1996,0.0
887,Australia,USD (2020 prices and exchange rates),Energy efficiency,1997,12.811
888,Australia,USD (2020 prices and exchange rates),Energy efficiency,1998,0.0
889,Australia,USD (2020 prices and exchange rates),Energy efficiency,1999,11.565
890,Australia,USD (2020 prices and exchange rates),Energy efficiency,2000,0.0
891,Australia,USD (2020 prices and exchange rates),Energy efficiency,2001,15.594
892,Australia,USD (2020 prices and exchange rates),Energy efficiency,2002,0.0
893,Australia,USD (2020 prices and exchange rates),Energy efficiency,2003,14.401
894,Australia,USD (2020 prices and exchange rates),Energy efficiency,2004,50.119
895,Australia,USD (2020 prices and exchange rates),Energy efficiency,2005,31.405
896,Australia,USD (2020 prices and exchange rates),Energy efficiency,2006,28.441
897,Australia,USD (2020 prices and exchange rates),Energy efficiency,2007,30.828
898,Australia,USD (2020 prices and exchange rates),Energy efficiency,2008,37.307
899,Australia,USD (2020 prices and exchange rates),Energy efficiency,2009,33.08
900,Australia,USD (2020 prices and exchange rates),Energy efficiency,2010,104.366
901,Australia,USD (2020 prices and exchange rates),Energy efficiency,2011,77.402
902,Australia,USD (2020 prices and exchange rates),Energy efficiency,2012,55.831
903,Australia,USD (2020 prices and exchange rates),Energy efficiency,2013,54.999
904,Australia,USD (2020 prices and exchange rates),Energy efficiency,2014,22.944
905,Australia,USD (2020 prices and exchange rates),Energy efficiency,2015,22.827
906,Australia,USD (2020 prices and exchange rates),Energy efficiency,2016,16.045
907,Australia,USD (2020 prices and exchange rates),Energy efficiency,2017,20.611
908,Australia,USD (2020 prices and exchange rates),Energy efficiency,2018,23.318
909,Australia,USD (2020 prices and exchange rates),Energy efficiency,2019,7.675
910,Australia,USD (2020 prices and exchange rates),Energy efficiency,2020,0.0
912,Australia,USD (2020 prices and exchange rates),Fossil fuels,1974,0.0
913,Australia,USD (2020 prices and exchange rates),Fossil fuels,1975,0.0
914,Australia,USD (2020 prices and exchange rates),Fossil fuels,1976,0.0
915,Australia,USD (2020 prices and exchange rates),Fossil fuels,1977,0.0
916,Australia,USD (2020 prices and exchange rates),Fossil fuels,1978,0.0
917,Australia,USD (2020 prices and exchange rates),Fossil fuels,1979,41.912
918,Australia,USD (2020 prices and exchange rates),Fossil fuels,1980,59.13
919,Australia,USD (2020 prices and exchange rates),Fossil fuels,1981,67.031
920,Australia,USD (2020 prices and exchange rates),Fossil fuels,1982,0.0
921,Australia,USD (2020 prices and exchange rates),Fossil fuels,1983,96.019
922,Australia,USD (2020 prices and exchange rates),Fossil fuels,1984,0.0
923,Australia,USD (2020 prices and exchange rates),Fossil fuels,1985,66.693
924,Australia,USD (2020 prices and exchange rates),Fossil fuels,1986,0.0
925,Australia,USD (2020 prices and exchange rates),Fossil fuels,1987,56.186
926,Australia,USD (2020 prices and exchange rates),Fossil fuels,1988,0.0
927,Australia,USD (2020 prices and exchange rates),Fossil fuels,1989,63.501
928,Australia,USD (2020 prices and exchange rates),Fossil fuels,1990,0.0
929,Australia,USD (2020 prices and exchange rates),Fossil fuels,1991,0.0
930,Australia,USD (2020 prices and exchange rates),Fossil fuels,1992,0.0
931,Australia,USD (2020 prices and exchange rates),Fossil fuels,1993,91.856
932,Australia,USD (2020 prices and exchange rates),Fossil fuels,1994,0.0
933,Australia,USD (2020 prices and exchange rates),Fossil fuels,1995,77.976
934,Australia,USD (2020 prices and exchange rates),Fossil fuels,1996,0.0
935,Australia,USD (2020 prices and exchange rates),Fossil fuels,1997,143.422
936,Australia,USD (2020 prices and exchange rates),Fossil fuels,1998,0.0
937,Australia,USD (2020 prices and exchange rates),Fossil fuels,1999,109.324
938,Australia,USD (2020 prices and exchange rates),Fossil fuels,2000,0.0
939,Australia,USD (2020 prices and exchange rates),Fossil fuels,2001,107.807
940,Australia,USD (2020 prices and exchange rates),Fossil fuels,2002,0.0
941,Australia,USD (2020 prices and exchange rates),Fossil fuels,2003,88.383
942,Australia,USD (2020 prices and exchange rates),Fossil fuels,2004,55.816
943,Australia,USD (2020 prices and exchange rates),Fossil fuels,2005,52.483
944,Australia,USD (2020 prices and exchange rates),Fossil fuels,2006,60.873
945,Australia,USD (2020 prices and exchange rates),Fossil fuels,2007,64.223
946,Australia,USD (2020 prices and exchange rates),Fossil fuels,2008,61.434
947,Australia,USD (2020 prices and exchange rates),Fossil fuels,2009,252.433
948,Australia,USD (2020 prices and exchange rates),Fossil fuels,2010,177.213
949,Australia,USD (2020 prices and exchange rates),Fossil fuels,2011,205.003
950,Australia,USD (2020 prices and exchange rates),Fossil fuels,2012,307.86
951,Australia,USD (2020 prices and exchange rates),Fossil fuels,2013,250.51
952,Australia,USD (2020 prices and exchange rates),Fossil fuels,2014,120.277
953,Australia,USD (2020 prices and exchange rates),Fossil fuels,2015,49.924
954,Australia,USD (2020 prices and exchange rates),Fossil fuels,2016,31.64
955,Australia,USD (2020 prices and exchange rates),Fossil fuels,2017,49.775
956,Australia,USD (2020 prices and exchange rates),Fossil fuels,2018,50.492
957,Australia,USD (2020 prices and exchange rates),Fossil fuels,2019,9.992
958,Australia,USD (2020 prices and exchange rates),Fossil fuels,2020,0.0
960,Australia,USD (2020 prices and exchange rates),Renewables,1974,0.0
961,Australia,USD (2020 prices and exchange rates),Renewables,1975,0.0
962,Australia,USD (2020 prices and exchange rates),Renewables,1976,0.0
963,Australia,USD (2020 prices and exchange rates),Renewables,1977,0.0
964,Australia,USD (2020 prices and exchange rates),Renewables,1978,0.0
965,Australia,USD (2020 prices and exchange rates),Renewables,1979,20.096
966,Australia,USD (2020 prices and exchange rates),Renewables,1980,28.382
967,Australia,USD (2020 prices and exchange rates),Renewables,1981,34.624
968,Australia,USD (2020 prices and exchange rates),Renewables,1982,0.0
969,Australia,USD (2020 prices and exchange rates),Renewables,1983,28.02
970,Australia,USD (2020 prices and exchange rates),Renewables,1984,0.0
971,Australia,USD (2020 prices and exchange rates),Renewables,1985,18.24
972,Australia,USD (2020 prices and exchange rates),Renewables,1986,0.0
973,Australia,USD (2020 prices and exchange rates),Renewables,1987,1.745
974,Australia,USD (2020 prices and exchange rates),Renewables,1988,0.0
975,Australia,USD (2020 prices and exchange rates),Renewables,1989,8.069
976,Australia,USD (2020 prices and exchange rates),Renewables,1990,0.0
977,Australia,USD (2020 prices and exchange rates),Renewables,1991,0.0
978,Australia,USD (2020 prices and exchange rates),Renewables,1992,0.0
979,Australia,USD (2020 prices and exchange rates),Renewables,1993,14.863
980,Australia,USD (2020 prices and exchange rates),Renewables,1994,0.0
981,Australia,USD (2020 prices and exchange rates),Renewables,1995,6.923
982,Australia,USD (2020 prices and exchange rates),Renewables,1996,0.0
983,Australia,USD (2020 prices and exchange rates),Renewables,1997,10.336
984,Australia,USD (2020 prices and exchange rates),Renewables,1998,0.0
985,Australia,USD (2020 prices and exchange rates),Renewables,1999,16.508
986,Australia,USD (2020 prices and exchange rates),Renewables,2000,0.0
987,Australia,USD (2020 prices and exchange rates),Renewables,2001,17.633
988,Australia,USD (2020 prices and exchange rates),Renewables,2002,0.0
989,Australia,USD (2020 prices and exchange rates),Renewables,2003,17.202
990,Australia,USD (2020 prices and exchange rates),Renewables,2004,40.094
991,Australia,USD (2020 prices and exchange rates),Renewables,2005,28.419
992,Australia,USD (2020 prices and exchange rates),Renewables,2006,36.42
993,Australia,USD (2020 prices and exchange rates),Renewables,2007,43.953
994,Australia,USD (2020 prices and exchange rates),Renewables,2008,39.206
995,Australia,USD (2020 prices and exchange rates),Renewables,2009,74.486
996,Australia,USD (2020 prices and exchange rates),Renewables,2010,77.664
997,Australia,USD (2020 prices and exchange rates),Renewables,2011,154.624
998,Australia,USD (2020 prices and exchange rates),Renewables,2012,200.294
999,Australia,USD (2020 prices and exchange rates),Renewables,2013,397.238
1000,Australia,USD (2020 prices and exchange rates),Renewables,2014,72.878
1001,Australia,USD (2020 prices and exchange rates),Renewables,2015,117.389
1002,Australia,USD (2020 prices and exchange rates),Renewables,2016,41.997
1003,Australia,USD (2020 prices and exchange rates),Renewables,2017,50.213
1004,Australia,USD (2020 prices and exchange rates),Renewables,2018,47.162
1005,Australia,USD (2020 prices and exchange rates),Renewables,2019,24.481
1006,Australia,USD (2020 prices and exchange rates),Renewables,2020,0.0
1008,Australia,USD (2020 prices and exchange rates),Nuclear,1974,0.0
1009,Australia,USD (2020 prices and exchange rates),Nuclear,1975,0.0
1010,Australia,USD (2020 prices and exchange rates),Nuclear,1976,0.0
1011,Australia,USD (2020 prices and exchange rates),Nuclear,1977,0.0
1012,Australia,USD (2020 prices and exchange rates),Nuclear,1978,0.0
1013,Australia,USD (2020 prices and exchange rates),Nuclear,1979,0.0
1014,Australia,USD (2020 prices and exchange rates),Nuclear,1980,0.0
1015,Australia,USD (2020 prices and exchange rates),Nuclear,1981,0.0
1016,Australia,USD (2020 prices and exchange rates),Nuclear,1982,0.0
1017,Australia,USD (2020 prices and exchange rates),Nuclear,1983,32.4
1018,Australia,USD (2020 prices and exchange rates),Nuclear,1984,0.0
1019,Australia,USD (2020 prices and exchange rates),Nuclear,1985,20.554
1020,Australia,USD (2020 prices and exchange rates),Nuclear,1986,0.0
1021,Australia,USD (2020 prices and exchange rates),Nuclear,1987,35.299
1022,Australia,USD (2020 prices and exchange rates),Nuclear,1988,0.0
1023,Australia,USD (2020 prices and exchange rates),Nuclear,1989,32.308
1024,Australia,USD (2020 prices and exchange rates),Nuclear,1990,0.0
1025,Australia,USD (2020 prices and exchange rates),Nuclear,1991,0.0
1026,Australia,USD (2020 prices and exchange rates),Nuclear,1992,0.0
1027,Australia,USD (2020 prices and exchange rates),Nuclear,1993,1.564
1028,Australia,USD (2020 prices and exchange rates),Nuclear,1994,0.0
1029,Australia,USD (2020 prices and exchange rates),Nuclear,1995,10.119
1030,Australia,USD (2020 prices and exchange rates),Nuclear,1996,0.0
1031,Australia,USD (2020 prices and exchange rates),Nuclear,1997,1.497
1032,Australia,USD (2020 prices and exchange rates),Nuclear,1998,0.0
1033,Australia,USD (2020 prices and exchange rates),Nuclear,1999,4.403
1034,Australia,USD (2020 prices and exchange rates),Nuclear,2000,0.0
1035,Australia,USD (2020 prices and exchange rates),Nuclear,2001,4.845
1036,Australia,USD (2020 prices and exchange rates),Nuclear,2002,0.0
1037,Australia,USD (2020 prices and exchange rates),Nuclear,2003,1.433
1038,Australia,USD (2020 prices and exchange rates),Nuclear,2004,31.66
1039,Australia,USD (2020 prices and exchange rates),Nuclear,2005,21.426
1040,Australia,USD (2020 prices and exchange rates),Nuclear,2006,16.521
1041,Australia,USD (2020 prices and exchange rates),Nuclear,2007,14.072
1042,Australia,USD (2020 prices and exchange rates),Nuclear,2008,22.232
1043,Australia,USD (2020 prices and exchange rates),Nuclear,2009,2.438
1044,Australia,USD (2020 prices and exchange rates),Nuclear,2010,2.36
1045,Australia,USD (2020 prices and exchange rates),Nuclear,2011,4.765
1046,Australia,USD (2020 prices and exchange rates),Nuclear,2012,9.028
1047,Australia,USD (2020 prices and exchange rates),Nuclear,2013,6.823
1048,Australia,USD (2020 prices and exchange rates),Nuclear,2014,6.085
1049,Australia,USD (2020 prices and exchange rates),Nuclear,2015,7.067
1050,Australia,USD (2020 prices and exchange rates),Nuclear,2016,13.118
1051,Australia,USD (2020 prices and exchange rates),Nuclear,2017,7.345
1052,Australia,USD (2020 prices and exchange rates),Nuclear,2018,6.23
1053,Australia,USD (2020 prices and exchange rates),Nuclear,2019,6.804
1054,Australia,USD (2020 prices and exchange rates),Nuclear,2020,0.0
1056,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1974,0.0
1057,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1975,0.0
1058,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1976,0.0
1059,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1977,0.0
1060,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1978,0.0
1061,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1979,0.0
1062,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1980,0.0
1063,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1981,0.0
1064,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1982,0.0
1065,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1983,0.0
1066,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1984,0.0
1067,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1985,0.0
1068,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1986,0.0
1069,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1987,0.0
1070,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1988,0.0
1071,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1989,0.0
1072,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1990,0.0
1073,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1991,0.0
1074,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1992,0.0
1075,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1993,0.0
1076,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1994,0.0
1077,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1995,0.0
1078,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1996,0.0
1079,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1997,0.0
1080,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1998,0.0
1081,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1999,0.0
1082,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2000,0.0
1083,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2001,0.0
1084,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2002,0.0
1085,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2003,0.0
1086,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2004,0.309
1087,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2005,0.0
1088,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2006,0.188
1089,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2007,0.589
1090,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2008,0.284
1091,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2009,1.033
1092,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2010,1.92
1093,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2011,1.964
1094,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2012,0.176
1095,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2013,1.423
1096,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2014,3.147
1097,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2015,3.216
1098,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2016,2.902
1099,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2017,4.309
1100,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2018,22.88
1101,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2019,12.36
1102,Australia,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2020,0.0
1104,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1974,0.0
1105,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1975,0.0
1106,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1976,0.0
1107,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1977,0.0
1108,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1978,0.0
1109,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1979,0.0
1110,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1980,5.528
1111,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1981,6.043
1112,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1982,0.0
1113,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1983,10.735
1114,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1984,0.0
1115,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1985,7.52
1116,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1986,0.0
1117,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1987,1.795
1118,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1988,0.0
1119,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1989,16.69
1120,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1990,0.0
1121,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1991,0.0
1122,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1992,0.0
1123,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1993,11.205
1124,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1994,0.0
1125,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1995,8.735
1126,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1996,0.0
1127,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1997,8.189
1128,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1998,0.0
1129,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,1999,14.521
1130,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2000,0.0
1131,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2001,9.393
1132,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2002,0.0
1133,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2003,6.671
1134,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2004,9.942
1135,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2005,11.716
1136,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2006,12.409
1137,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2007,12.393
1138,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2008,12.223
1139,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2009,14.391
1140,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2010,10.902
1141,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2011,9.318
1142,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2012,14.786
1143,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2013,18.451
1144,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2014,8.285
1145,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2015,13.017
1146,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2016,13.966
1147,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2017,12.438
1148,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2018,14.429
1149,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2019,12.521
1150,Australia,USD (2020 prices and exchange rates),Other power and storage technologies,2020,0.0
1152,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1974,0.0
1153,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1975,0.0
1154,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1976,0.0
1155,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1977,0.0
1156,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1978,0.0
1157,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1979,0.0
1158,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1980,10.373
1159,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1981,13.641
1160,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1982,0.0
1161,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1983,12.432
1162,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1984,0.0
1163,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1985,0.482
1164,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1986,0.0
1165,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1987,0.688
1166,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1988,0.0
1167,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1989,2.84
1168,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1990,0.0
1169,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1991,0.0
1170,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1992,0.0
1171,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1993,21.54
1172,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1994,0.0
1173,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1995,28.714
1174,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1996,0.0
1175,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1997,22.733
1176,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1998,0.0
1177,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1999,11.111
1178,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2000,0.0
1179,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2001,21.988
1180,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2002,0.0
1181,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2003,34.126
1182,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2004,135.486
1183,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2005,83.293
1184,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2006,94.082
1185,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2007,109.472
1186,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2008,111.578
1187,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2009,8.702
1188,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2010,9.364
1189,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2011,6.515
1190,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2012,11.764
1191,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2013,7.193
1192,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2014,0.17
1193,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2015,1.702
1194,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2016,1.921
1195,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2017,1.884
1196,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2018,1.689
1197,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2019,1.496
1198,Australia,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2020,0.0
1200,Australia,USD (2020 prices and exchange rates),Unallocated,1974,0.0
1201,Australia,USD (2020 prices and exchange rates),Unallocated,1975,0.0
1202,Australia,USD (2020 prices and exchange rates),Unallocated,1976,0.0
1203,Australia,USD (2020 prices and exchange rates),Unallocated,1977,0.0
1204,Australia,USD (2020 prices and exchange rates),Unallocated,1978,0.0
1205,Australia,USD (2020 prices and exchange rates),Unallocated,1979,0.0
1206,Australia,USD (2020 prices and exchange rates),Unallocated,1980,0.0
1207,Australia,USD (2020 prices and exchange rates),Unallocated,1981,0.0
1208,Australia,USD (2020 prices and exchange rates),Unallocated,1982,0.0
1209,Australia,USD (2020 prices and exchange rates),Unallocated,1983,0.0
1210,Australia,USD (2020 prices and exchange rates),Unallocated,1984,0.0
1211,Australia,USD (2020 prices and exchange rates),Unallocated,1985,0.0
1212,Australia,USD (2020 prices and exchange rates),Unallocated,1986,0.0
1213,Australia,USD (2020 prices and exchange rates),Unallocated,1987,0.0
1214,Australia,USD (2020 prices and exchange rates),Unallocated,1988,0.0
1215,Australia,USD (2020 prices and exchange rates),Unallocated,1989,0.0
1216,Australia,USD (2020 prices and exchange rates),Unallocated,1990,0.0
1217,Australia,USD (2020 prices and exchange rates),Unallocated,1991,0.0
1218,Australia,USD (2020 prices and exchange rates),Unallocated,1992,0.0
1219,Australia,USD (2020 prices and exchange rates),Unallocated,1993,0.0
1220,Australia,USD (2020 prices and exchange rates),Unallocated,1994,0.0
1221,Australia,USD (2020 prices and exchange rates),Unallocated,1995,0.0
1222,Australia,USD (2020 prices and exchange rates),Unallocated,1996,0.0
1223,Australia,USD (2020 prices and exchange rates),Unallocated,1997,0.0
1224,Australia,USD (2020 prices and exchange rates),Unallocated,1998,0.0
1225,Australia,USD (2020 prices and exchange rates),Unallocated,1999,0.0
1226,Australia,USD (2020 prices and exchange rates),Unallocated,2000,0.0
1227,Australia,USD (2020 prices and exchange rates),Unallocated,2001,0.0
1228,Australia,USD (2020 prices and exchange rates),Unallocated,2002,0.0
1229,Australia,USD (2020 prices and exchange rates),Unallocated,2003,0.0
1230,Australia,USD (2020 prices and exchange rates),Unallocated,2004,0.0
1231,Australia,USD (2020 prices and exchange rates),Unallocated,2005,0.0
1232,Australia,USD (2020 prices and exchange rates),Unallocated,2006,0.0
1233,Australia,USD (2020 prices and exchange rates),Unallocated,2007,0.0
1234,Australia,USD (2020 prices and exchange rates),Unallocated,2008,0.0
1235,Australia,USD (2020 prices and exchange rates),Unallocated,2009,0.0
1236,Australia,USD (2020 prices and exchange rates),Unallocated,2010,0.0
1237,Australia,USD (2020 prices and exchange rates),Unallocated,2011,0.0
1238,Australia,USD (2020 prices and exchange rates),Unallocated,2012,0.0
1239,Australia,USD (2020 prices and exchange rates),Unallocated,2013,0.0
1240,Australia,USD (2020 prices and exchange rates),Unallocated,2014,5.978
1241,Australia,USD (2020 prices and exchange rates),Unallocated,2015,2.02
1242,Australia,USD (2020 prices and exchange rates),Unallocated,2016,5.274
1243,Australia,USD (2020 prices and exchange rates),Unallocated,2017,2.52
