,Country,Currency_type,Sectors,Year,Amount
11854,Czech Republic,USD (2020 prices and exchange rates),Nuclear,2020,36.467
11856,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1974,0.0
11857,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1975,0.0
11858,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1976,0.0
11859,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1977,0.0
11860,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1978,0.0
11861,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1979,0.0
11862,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1980,0.0
11863,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1981,0.0
11864,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1982,0.0
11865,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1983,0.0
11866,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1984,0.0
11867,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1985,0.0
11868,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1986,0.0
11869,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1987,0.0
11870,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1988,0.0
11871,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1989,0.0
11872,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1990,0.0
11873,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1991,0.0
11874,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1992,0.0
11875,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1993,0.0
11876,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1994,0.0
11877,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1995,0.0
11878,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1996,0.0
11879,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1997,0.0
11880,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1998,0.0
11881,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,1999,0.0
11882,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2000,0.0
11883,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2001,0.0
11884,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2002,0.0
11885,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2003,0.0
11886,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2004,0.0
11887,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2005,0.26
11888,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2006,0.258
11889,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2007,0.249
11890,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2008,0.323
11891,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2009,0.284
11892,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2010,0.188
11893,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2011,1.406
11894,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2012,1.748
11895,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2013,1.874
11896,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2014,0.901
11897,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2015,0.735
11898,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2016,3.409
11899,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2017,6.565
11900,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2018,9.756
11901,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2019,11.016
11902,Czech Republic,USD (2020 prices and exchange rates),Hydrogen and fuel cells,2020,4.498
11904,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1974,0.0
11905,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1975,0.0
11906,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1976,0.0
11907,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1977,0.0
11908,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1978,0.0
11909,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1979,0.0
11910,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1980,0.0
11911,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1981,0.0
11912,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1982,0.0
11913,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1983,0.0
11914,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1984,0.0
11915,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1985,0.0
11916,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1986,0.0
11917,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1987,0.0
11918,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1988,0.0
11919,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1989,0.0
11920,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1990,0.0
11921,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1991,0.0
11922,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1992,0.0
11923,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1993,0.0
11924,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1994,0.0
11925,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1995,0.0
11926,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1996,0.0
11927,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1997,0.0
11928,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1998,0.0
11929,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,1999,0.0
11930,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2000,0.0
11931,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2001,0.0
11932,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2002,0.0
11933,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2003,0.0
11934,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2004,0.0
11935,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2005,1.016
11936,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2006,1.009
11937,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2007,0.0
11938,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2008,4.318
11939,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2009,4.95
11940,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2010,4.811
11941,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2011,13.12
11942,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2012,13.084
11943,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2013,11.269
11944,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2014,7.754
11945,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2015,8.129
11946,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2016,6.531
11947,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2017,8.048
11948,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2018,9.612
11949,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2019,16.551
11950,Czech Republic,USD (2020 prices and exchange rates),Other power and storage technologies,2020,14.584
11952,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1974,0.0
11953,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1975,0.0
11954,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1976,0.0
11955,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1977,0.0
11956,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1978,0.0
11957,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1979,0.0
11958,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1980,0.0
11959,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1981,0.0
11960,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1982,0.0
11961,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1983,0.0
11962,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1984,0.0
11963,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1985,0.0
11964,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1986,0.0
11965,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1987,0.0
11966,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1988,0.0
11967,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1989,0.0
11968,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1990,0.0
11969,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1991,0.0
11970,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1992,0.0
11971,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1993,0.0
11972,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1994,0.0
11973,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1995,0.0
11974,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1996,0.0
11975,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1997,0.0
11976,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1998,0.0
11977,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,1999,0.0
11978,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2000,0.0
11979,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2001,0.0
11980,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2002,0.0
11981,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2003,0.0
11982,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2004,0.0
11983,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2005,0.238
11984,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2006,1.379
11985,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2007,1.332
11986,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2008,3.334
11987,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2009,4.129
11988,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2010,4.803
11989,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2011,1.456
11990,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2012,2.293
11991,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2013,2.542
11992,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2014,2.398
11993,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2015,6.684
11994,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2016,3.834
11995,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2017,3.94
11996,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2018,7.025
11997,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2019,18.586
11998,Czech Republic,USD (2020 prices and exchange rates),Other cross-cutting technologies/research,2020,14.868
12000,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1974,0.0
12001,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1975,0.0
12002,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1976,0.0
12003,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1977,0.0
12004,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1978,0.0
12005,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1979,0.0
12006,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1980,0.0
12007,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1981,0.0
12008,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1982,0.0
12009,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1983,0.0
12010,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1984,0.0
12011,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1985,0.0
12012,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1986,0.0
12013,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1987,0.0
12014,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1988,0.0
12015,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1989,0.0
12016,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1990,0.0
12017,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1991,0.0
12018,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1992,0.0
12019,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1993,0.0
12020,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1994,0.0
12021,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1995,0.0
12022,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1996,0.0
12023,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1997,0.0
12024,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1998,0.0
12025,Czech Republic,USD (2020 prices and exchange rates),Unallocated,1999,0.0
12026,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2000,0.0
12027,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2001,0.0
12028,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2002,0.0
12029,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2003,0.0
12030,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2004,0.0
12031,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2005,0.0
12032,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2006,0.0
12033,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2007,0.0
12034,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2008,0.0
12035,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2009,0.0
12036,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2010,0.0
12037,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2011,0.0
12038,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2012,0.0
12039,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2013,0.0
12040,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2014,0.0
12041,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2015,0.0
12042,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2016,0.0
12043,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2017,0.0
12044,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2018,0.0
12045,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2019,0.0
12046,Czech Republic,USD (2020 prices and exchange rates),Unallocated,2020,0.0
12048,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1974,0.0
12049,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1975,0.0
12050,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1976,0.0
12051,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1977,0.0
12052,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1978,0.0
12053,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1979,0.0
12054,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1980,0.0
12055,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1981,0.0
12056,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1982,0.0
12057,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1983,0.0
12058,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1984,0.0
12059,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1985,0.0
12060,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1986,0.0
12061,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1987,0.0
12062,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1988,0.0
12063,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1989,0.0
12064,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1990,0.0
12065,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1991,0.0
12066,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1992,0.0
12067,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1993,0.0
12068,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1994,0.0
12069,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1995,0.0
12070,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1996,0.0
12071,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1997,0.0
12072,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1998,0.0
12073,Czech Republic,USD (2020 prices and exchange rates),Total Budget,1999,0.0
12074,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2000,0.0
12075,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2001,0.0
12076,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2002,0.0
12077,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2003,10.416
12078,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2004,7.303
12079,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2005,6.442
12080,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2006,7.917
12081,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2007,5.122
12082,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2008,46.517
12083,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2009,49.766
12084,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2010,41.974
12085,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2011,62.977
12086,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2012,62.521
12087,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2013,55.217
12088,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2014,49.566
12089,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2015,55.247
12090,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2016,73.936
12091,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2017,83.48
12092,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2018,89.225
12093,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2019,132.462
12094,Czech Republic,USD (2020 prices and exchange rates),Total Budget,2020,101.365
13824,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1974,0.0
13825,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1975,3.819
13826,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1976,5.34
13827,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1977,6.41
13828,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1978,6.825
13829,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1979,7.388
13830,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1980,11.208
13831,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1981,12.712
13832,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1982,11.024
13833,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1983,12.188
13834,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1984,10.198
13835,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1985,8.73
13836,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1986,8.025
13837,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1987,9.585
13838,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1988,0.0
13839,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1989,11.236
13840,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1990,16.106
13841,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1991,12.695
13842,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1992,14.441
13843,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1993,10.461
13844,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1994,8.627
13845,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1995,7.402
13846,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1996,7.797
13847,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1997,11.85
13848,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1998,13.543
13849,Denmark,USD (2020 prices and exchange rates),Energy efficiency,1999,15.153
13850,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2000,20.562
13851,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2001,16.039
13852,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2002,0.552
13853,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2003,1.67
13854,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2004,6.052
13855,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2005,9.817
13856,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2006,14.85
13857,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2007,18.182
13858,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2008,16.96
13859,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2009,8.86
13860,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2010,32.082
13861,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2011,24.329
13862,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2012,28.98
13863,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2013,41.977
13864,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2014,53.342
13865,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2015,34.704
13866,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2016,23.633
13867,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2017,22.78
13868,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2018,14.046
13869,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2019,29.03
13870,Denmark,USD (2020 prices and exchange rates),Energy efficiency,2020,39.258
13872,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1974,0.0
13873,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1975,0.0
13874,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1976,0.0
13875,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1977,0.562
13876,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1978,2.792
13877,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1979,8.161
13878,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1980,0.0
13879,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1981,0.0
13880,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1982,0.0
13881,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1983,0.0
13882,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1984,0.0
13883,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1985,0.0
13884,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1986,0.0
13885,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1987,0.0
13886,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1988,0.0
13887,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1989,0.0
13888,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1990,6.391
13889,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1991,9.21
13890,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1992,13.707
13891,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1993,12.65
13892,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1994,12.222
13893,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1995,9.483
13894,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1996,5.592
13895,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1997,3.867
13896,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1998,3.212
13897,Denmark,USD (2020 prices and exchange rates),Fossil fuels,1999,3.976
13898,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2000,2.959
13899,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2001,2.802
13900,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2002,0.0
13901,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2003,0.0
13902,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2004,0.0
13903,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2005,12.145
13904,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2006,5.029
13905,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2007,3.72
13906,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2008,3.151
13907,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2009,4.926
13908,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2010,5.405
13909,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2011,4.895
13910,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2012,6.443
13911,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2013,1.329
13912,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2014,2.643
13913,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2015,5.527
13914,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2016,1.014
13915,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2017,3.591
13916,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2018,0.971
13917,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2019,0.115
13918,Denmark,USD (2020 prices and exchange rates),Fossil fuels,2020,8.362
13920,Denmark,USD (2020 prices and exchange rates),Renewables,1974,0.0
13921,Denmark,USD (2020 prices and exchange rates),Renewables,1975,0.804
13922,Denmark,USD (2020 prices and exchange rates),Renewables,1976,1.35
13923,Denmark,USD (2020 prices and exchange rates),Renewables,1977,7.928
13924,Denmark,USD (2020 prices and exchange rates),Renewables,1978,15.357
13925,Denmark,USD (2020 prices and exchange rates),Renewables,1979,28.926
13926,Denmark,USD (2020 prices and exchange rates),Renewables,1980,13.6
13927,Denmark,USD (2020 prices and exchange rates),Renewables,1981,8.622
13928,Denmark,USD (2020 prices and exchange rates),Renewables,1982,6.84
13929,Denmark,USD (2020 prices and exchange rates),Renewables,1983,5.924
13930,Denmark,USD (2020 prices and exchange rates),Renewables,1984,6.394
13931,Denmark,USD (2020 prices and exchange rates),Renewables,1985,6.371
13932,Denmark,USD (2020 prices and exchange rates),Renewables,1986,8.744
13933,Denmark,USD (2020 prices and exchange rates),Renewables,1987,7.754
13934,Denmark,USD (2020 prices and exchange rates),Renewables,1988,0.0
